title|year|rated|released|runtime|genres|director|actors|plot|languages|country|awards|imdbRating|rottenTomatoesRating|metaCriticRating|metascore|rating|type|boxoffice|production|Title|ReleaseDate|Genre|Rating|common_title|viewCount|favoriteCount|commentCount|likeCount|dislikeCount|movie_name|production_year|movie_odid|production_budget|domestic_box_office|international_box_office|rating|creative_type|source|production_method|genre|sequel|running_time
Eragon|2006|PG|Fri Dec 15 2006 00:00:00 GMT-0500 (EST)|104 min|Action; Adventure; Family|Stefen Fangmeier|Ed Speleers; Jeremy Irons; Sienna Guillory; Robert Carlyle|The Kingdom of Alagaesia is ruled by the evil King Galbatorix a former dragon rider that betrayed his mates and his people in his quest for power When the orphan farm boy Eragon finds a blue stone sent by Princess Arya he sooner realizes that it is a dragon egg When the dragon Saphira is born Eragon meets his mentor Brom and becomes the dragon rider foreseen in an ancient prophecy that would set his people free from the tyrant Galbatorix Eragon meets the rebels Varden and together they fight against the evil sorcerer Durza and the army of Galbatorix in a journey for freedom|English|USA; UK; Hungary|1 win & 6 nominations|5.1/10|N/A|38/100|38|5.1|movie|N/A|N/A|Eragon|15-Dec-06|Action, Adventure, Fantasy, Family|38|Eragon|381630|0|307|518|56|Eragon|2006|6450100|100000000|75030163|174457952|PG|Fantasy|Based on Fiction Book/Short Story|Animation/Live Action|Adventure|0|
Eight Below|2006|PG|Fri Feb 17 2006 00:00:00 GMT-0500 (EST)|120 min|Adventure; Drama; Family|Frank Marshall|Paul Walker; Bruce Greenwood; Moon Bloodgood; Wendy Crewson|In the Antarctic after an expedition with Dr Davis McClaren the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm He ties his dogs to be rescued after but the mission is called-off and the dogs are left alone at their own fortune For six months Jerry tries to find a sponsor for a rescue mission while his dogs fight for survival|English|USA|2 wins & 2 nominations|7.3/10|72%|64/100|64|7.3|movie|$81,593,527|Buena Vista Pictures|Eight Below|17-Feb-06|Adventure, Drama, Romance, Family|64|Eight Below|1055306|0|470|1873|46|Eight Below|2006|5600100|40000000|81612565|38843429|PG|Contemporary Fiction|Remake|Live Action|Adventure|0|120
Firewall|2006|PG-13|Fri Feb 10 2006 00:00:00 GMT-0500 (EST)|105 min|Crime; Thriller|Richard Loncraine|Harrison Ford; Virginia Madsen; Carly Schroeder; Jimmy Bennett|With his family held for ransom the head security executive for a global bank is commanded to loot his own business for millions in order to ensure his wife and childrens safety He then faces the demanding task of thwarting the kidnappers grand scheme which makes him look guilty of embezzlement|English|USA|3 nominations|5.8/10|18%|45/100|45|5.8|movie|$48,699,400|Warner Bros.|Firewall|10-Feb-06|Thriller, Crime|45|Firewall|405785|0|54|221|25|Firewall|2006|11330100|50000000|48751189|34000000|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Thriller/Suspense|0|105
For Your Consideration|2006|PG-13|Wed Nov 22 2006 00:00:00 GMT-0500 (EST)|86 min|Comedy|Christopher Guest|Catherine O'Hara; Stephen Rannazzisi; Ed Begley Jr.; Eugene Levy|Hollywood send-up No-name actors are making a low-budget period drama called Home for Purim when an anonymous post on the Internet suggests that one performance is Oscar-worthy Then two more cast members get Oscar-related press: buzz in Variety and appearances on TV prompt the studio executives to insist on changes in the script in anticipation of a blockbuster Jump ahead a few months to the days before Oscar nominees are announced: just the possibility of a nomination has changed the actors lives Agents publicists make-up artists local celebrity reporters and other bit players round out the backstage ensemble Hooray for Hollywood!|English; French|USA|3 wins & 14 nominations|6.3/10|51%|68/100|68|6.3|movie|$5,490,967|Warner Independent Pictures|For Your Consideration|17-Nov-06|Comedy|68|For Your Consideration|4755|0|1|20|1|For Your Consideration|2006|45520100|12000000|5549923|0|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|
Happy Feet|2006|PG|Fri Nov 17 2006 00:00:00 GMT-0500 (EST)|108 min|Animation; Comedy; Family|George Miller; Warren Coleman(co-director); Judy Morris(co-director)|Carlos Alazraqui; Lombardo Boyar; Jeffrey Garcia; Johnny A. Sanchez|This is the story of a little penguin named Mumble who has a terrible singing voice and later discovers he has no Heartsong However Mumble has an astute talent for something that none of the penguins had ever seen before: tap dancing Though Mumbles mom Norma Jean thinks this little habit is cute his dad Memphis says it just aint penguin Besides they both know that without a Heartsong Mumble may never find true love As fate would have it his one friend Gloria happens to be the best singer around Mumble and Gloria have a connection from the moment they hatch but she struggles with his strange hippity- hoppity ways Mumble is just too different--especially for Noah the Elder the stern leader of Emperor Land who ultimately casts him out of the community Away from home for the first time Mumble meets a posse of decidedly un-Emperor-like penguins--the Adelie Amigos Led by Ramon the Adelies instantly embrace Mumbles cool dance moves and invite him to party with them In Adelie Land Mumble seeks the counsel of Lovelace the Guru a crazy-feathered Rockhopper penguin who will answer any of lifes questions for the price of a pebble Together with Lovelace and the Amigos Mumble sets out across vast landscapes and after some epic encounters proves that by being true to yourself you can make all the difference in the world|English|USA; Australia|Won 1 Oscar Another 18 wins & 23 nominations|6.5/10|75%|77/100|77|6.5|movie|$197,800,000|Warner Bros. Pictures|Happy Feet|17-Nov-06|Adventure, Comedy, Romance, Music, Animation, Family|77|Happy Feet|448949|0|37|625|93|Happy Feet|2006|980100|85000000|198000317|187000000|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|108
Flyboys|2006|PG-13|Fri Sep 22 2006 00:00:00 GMT-0400 (EDT)|140 min|Action; Adventure; Drama|Tony Bill|James Franco; Scott Hazell; Mac McDonald; Philip Winchester|Before the United States enters World War I some American youths volunteer for the French military Subsequently they become the first US fighter pilots and form a squadron known as the Lafayette Escadrille whose exploits and heroism become the stuff of legend This fictional version follows a laconic Texas rancher an eager Nebraska kid a Black boxer already in France and a New York swell as they arrive green for training get their baptism by fire when German planes ambush them on their first mission and graduate to heroics Rawlings the Texan falls in love with a young woman he meets at a brothel|English; French|UK; USA|2 wins & 3 nominations|6.5/10|34%|47/100|47|6.5|movie|$13,048,522|MGM|Flyboys|22-Sep-06|Action, Adventure, Drama, History, Romance, War|47|Flyboys|141082|0|33|163|14|Flyboys|2006|32730100|60000000|13090630|1725749|PG-13|Dramatization|Based on Real Life Events|Live Action|Drama|0|139
Invincible|2006|PG|Fri Aug 25 2006 00:00:00 GMT-0400 (EDT)|105 min|Biography; Drama; Sport|Ericson Core|Mark Wahlberg; Greg Kinnear; Elizabeth Banks; Kevin Conway|In the sumer of 1976 30-year old Vince Papale is having a tough run of luck Hes been working as a substitute teacher for two days a week but has just found out that his job has been eliminated because of budget cuts His wife gives up on him saying hell never amount to anything and asks for a divorce He works as a bartender and plays football with his friends When the the new coach of the Philadelphia Eagles Dick Vermeil announces that he will hold open tryouts for the team Vince reluctantly decides to give a try Based on a true story|English|USA|2 nominations|7.1/10|72%|63/100|63|7.1|movie|$57,789,574|Buena Vista|Invincible|25-Aug-06|Biography, Drama, Sport|63|Invincible|1490231|0|244|1320|62|Invincible|2006|9100100|40000000|57806952|694175|PG|Dramatization|Based on Real Life Events|Live Action|Drama|0|104
Ice Age: The Meltdown|2006|PG|Fri Mar 31 2006 00:00:00 GMT-0500 (EST)|91 min|Animation; Action; Adventure|Carlos Saldanha|Ray Romano; John Leguizamo; Denis Leary; Seann William Scott|Manny the woolly mammoth Sid the sloth Diego the saber-toothed tiger and the hapless prehistoric squirrel/rat known as Scrat are still together and enjoying the perks of their now melting world Manny may be ready to start a family but nobody has seen another mammoth for a long time Manny thinks he may be the last one That is until he miraculously finds Ellie the only female mammoth left in the world Their only problems: They cant stand each other--and Ellie somehow thinks shes a possum! Ellie comes with some excess baggage in the form of her two possum brothers-- Crash and Eddie a couple of daredevil pranksters and cocky loud-mouthed troublemakers Manny Sid and Diego quickly learn that the warming climate has one major drawback: A huge glacial dam holding off oceans of water is about to break threatening the entire valley The only chance of survival lies at the other end of the valley So our three heroes along with Ellie Crash and Eddie form the most unlikely family--in any Age-- as they embark on a mission across an ever-changing increasingly dangerous landscape towards their salvation|English|USA|7 wins & 16 nominations|6.8/10|57%|58/100|58|6.8|movie|$195,300,000|20th Century Fox|Ice Age: The Meltdown|31-Mar-06|Adventure, Comedy, Animation, Family|58|Ice Age: The Meltdown|529847|0|31|180|49|Ice Age: The Meltdown|2006|1000100|75000000|195330621|456568661|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|1|91
Lucky Number Slevin|2006|R|Fri Apr 07 2006 00:00:00 GMT-0400 (EDT)|110 min|Crime; Drama; Mystery|Paul McGuigan|Josh Hartnett; Bruce Willis; Lucy Liu; Morgan Freeman|In an airport waiting room a man in a wheelchair tells a stranger a story about a fixed horse race in 1979 that resulted in a familys deaths In Manhattan two bookies and the son of a Mob boss die A young man just out of the shower answers the door to a neighbor woman and explains that hes visiting has had a bad week including being mugged and doesnt know where his pal who lives there is The neighbor is chatty shes a coroner Two thugs arrive and believing the visitor to be the guy who lives there take him to see the boss with the dead son who tells him to kill the son of his Mob rival Mistaken identity? What connects the threads? Cops are watching|English|Germany; UK; USA; Canada|5 wins & 4 nominations|7.8/10|N/A|53/100|53|7.8|movie|N/A|N/A|Lucky Number Slevin|7-Apr-06|Thriller, Crime|53|Lucky Number Slevin|24178|0|0|9|1|Lucky Number Slevin|2006|23280100|27000000|22495466|33000000|R|Contemporary Fiction|Original Screenplay|Live Action|Thriller/Suspense|0|110
Lady in the Water|2006|PG-13|Fri Jul 21 2006 00:00:00 GMT-0400 (EDT)|110 min|Drama; Fantasy; Mystery|M. Night Shyamalan|Paul Giamatti; Bryce Dallas Howard; Jeffrey Wright; Bob Balaban|Cleveland Heep a stuttering apartment superintendent encounters a girl named Story swimming in the complexs pool He soon learns that she comes from the Blue World and has a message for mankind Will he be able to help her complete her mission?|English|USA|10 wins & 10 nominations|5.6/10|25%|36/100|36|5.6|movie|$42,219,433|Warner Bros. Pictures|Lady in the Water|21-Jul-06|Mystery, Thriller, Fantasy|36|Lady in the Water|353791|0|295|328|65|Lady in the Water|2006|13140100|75000000|42285169|30500000|PG-13|Fantasy|Original Screenplay|Live Action|Drama|0|110
Gridiron Gang|2006|PG-13|Fri Sep 15 2006 00:00:00 GMT-0400 (EDT)|125 min|Crime; Drama; Sport|Phil Joanou|Dwayne Johnson; Xzibit; L. Scott Caldwell; Leon Rippy|In the Kilpatrick juvenile detention center the supervisor and former football player Sean Porter sees the lack of discipline self-esteem union and perspective in the teenage interns and proposes to prepare a football team to play in one league He is supported by his superiors and his successful experience changes the lives of many young kids|English|USA|N/A|6.9/10|43%|52/100|52|6.9|movie|$38,432,823|Sony Pictures|Gridiron Gang|15-Sep-06|Drama, Sport, Crime|52|Gridiron Gang|2030865|0|41|4755|1265|Gridiron Gang|2006|14570100|30000000|38432823|3025011|PG-13|Dramatization|Based on Real Life Events|Live Action|Drama|0|126
Just My Luck|2006|PG-13|Fri May 12 2006 00:00:00 GMT-0400 (EDT)|103 min|Comedy; Fantasy; Romance|Donald Petrie|Lindsay Lohan; Chris Pine; Samaire Armstrong; Bree Turner|In Manhattan Ashley Albright is a lucky woman and very successful in the agency where she works The clumsy Jake Hardin is an unlucky aspirant manager of the rock band McFly who is unsuccessfully trying to contact the entrepreneur Damon Phillips to promote his band When Ashley meets Jake in a masquerade party they kiss each other swapping her fortune with his bad luck|English|USA|7 nominations|5.4/10|14%|29/100|29|5.4|movie|$17,229,124|20th Century Fox|Just My Luck|12-May-06|Fantasy, Comedy, Romance|29|Just My Luck|2120335|0|363|2224|96|Just My Luck|2006|27710100|28000000|17326650|20833255|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Romantic Comedy|0|
Last Holiday|2006|PG-13|Fri Jan 13 2006 00:00:00 GMT-0500 (EST)|112 min|Comedy|Wayne Wang|Queen Latifah; LL Cool J; Timothy Hutton; Giancarlo Esposito|In morte veritas Georgia Byrd clerks at a New Orleans department store She defers pleasure: cooks gourmet meals eats Lean Cuisine likes a co-worker in silence has savings but hasnt left Louisiana All that changes when a CT Scan discloses she has three weeks to live She cashes her savings and heads to Europes Grandhotel Pupp where Chef Didier presides She checks into the Presidential Suite orders everything on the menu snowboards and comes to the attention of the chef and the hotels powerful American guests: a Congressman a Senator a retail magnate and his mistress She has nothing to lose so she tells them what she thinks Will the truth set them free?|English; French|USA|7 nominations|6.4/10|55%|52/100|52|6.4|movie|$38,360,195|Paramount Pictures|Last Holiday|13-Jan-06|Adventure, Drama, Comedy|52|Last Holiday|363266|0||||Last Holiday|2006|14590100|45000000|38399961|4943286|PG-13|Contemporary Fiction|Remake|Live Action|Comedy|0|112
Hoot|2006|PG|Fri May 05 2006 00:00:00 GMT-0400 (EDT)|91 min|Adventure; Comedy; Family|Wil Shriner|Luke Wilson; Logan Lerman; Brie Larson; Tim Blake Nelson|The story of a young man moves from Montana to Florida with his family where hes compelled to engage in a fight to protect a population of endangered owls and that a tough girl at his school named Beatrice has some connection with the barefoot boy who has some connection with vandalism at the construction site When they realize that a population of endangered burrowing owls is threatened by new construction the kids decide to take on crooked politicians and bumbling cops in the hope of saving their new friends|English|USA|1 win & 5 nominations|5.6/10|26%|46/100|46|5.6|movie|$8,080,116|New Line Cinema|Hoot|5-May-06|Adventure, Comedy, Family|46|Hoot|809704|0|435|1240|76|Hoot|2006|40190100|15000000|8117637|107361|PG|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Adventure|0|91
Mission: Impossible III|2006|PG-13|Fri May 05 2006 00:00:00 GMT-0400 (EDT)|126 min|Action; Adventure; Thriller|J.J. Abrams|Tom Cruise; Philip Seymour Hoffman; Ving Rhames; Billy Crudup|A man named Owen Davian kills an IMF agent that was sent undercover by the legendary Ethan Hunt who has retired from combat missions Hunt now has a fiancé Julia who believes that he works for the traffic department when he really trains younger IMF agents to go into combat He is assigned to his last mission His mission should he choose to accept it is to capture Davian who is selling a toxic weapon called the rabbits foot But Davian is reckless cruel and deathly He promises Hunt that he will find Julia hurt her and Ethan will be too dead to help her The mission is no more different to others its dangerous smart and impossible but now its personal|English; Italian; Mandarin; Cantonese; German; Czech|USA; Germany; China; Italy|7 wins & 14 nominations|6.9/10|70%|66/100|66|6.9|movie|$133,400,000|Paramount Pictures|Mission: Impossible III|5-May-06|Action, Adventure, Thriller|66|Mission: Impossible III|829540|0|99|842|41|Mission: Impossible III|2006|2430100|150000000|133501348|264000000|PG-13|Contemporary Fiction|Based on TV|Live Action|Action|1|126
My Super Ex-Girlfriend|2006|PG-13|Fri Jul 21 2006 00:00:00 GMT-0400 (EDT)|96 min|Comedy; Romance; Sci-Fi|Ivan Reitman|Uma Thurman; Luke Wilson; Anna Faris; Rainn Wilson|In New York when the shy and lonely project manager of a design firm Matt Saunders meets Jenny Johnson in the subway he invites her to date and have dinner with him Jenny immediately falls in love for him they have sex and she discloses her true identity to him telling that she is the powerful superhero G-Girl After meeting his co-worker and friend Hannah Lewis the needy Jenny becomes jealous controlling and manipulative and Matt follows the advice of his best friend Vaughn Haige and dumps her breaking her heart Jenny turns Matts life into hell while he has a romance with Hannah However the archenemy of G-Girl and former high school sweetheart of Jenny Professor Bedlam proposes Matt to lure Jenny to strip her superpowers|English|USA|1 win & 1 nomination|5.1/10|40%|50/100|50|5.1|movie|$22,432,518|20th Century Fox|My Super Ex-Girlfriend|21-Jul-06|Sci-Fi, Drama, Thriller, Comedy, Romance, Crime|50|My Super Ex-Girlfriend|824842|0||||My Super Ex-Girlfriend|2006|23230100|30000000|22530295|38242561|PG-13|Super Hero|Original Screenplay|Live Action|Comedy|0|
Miami Vice|2006|R|Fri Jul 28 2006 00:00:00 GMT-0400 (EDT)|134 min|Action; Crime; Thriller|Michael Mann|Colin Farrell; Jamie Foxx; Li Gong; Naomie Harris|Ricardo Tubbs is urbane and dead smart He lives with Bronx-born Intel analyst Trudy as they work undercover transporting drug loads into South Florida to identify a group responsible for three murders Sonny Crockett [to the untrained eye his presentation may seem unorthodox but procedurally he is sound] is charismatic and flirtatious until - while undercover working with the supplier of the South Florida group - he gets romantically entangled with Isabella the Chinese-Cuban wife of an arms and drugs trafficker The best undercover identity is oneself with the volume turned up and restraint unplugged The intensity of the case pushes Crockett and Tubbs out onto the edge where identity and fabrication become blurred where cop and player become one - especially for Crockett in his romance with Isabella and for Tubbs in the provocation of an assault on those he loves|English; Spanish|USA; Germany; Paraguay; Uruguay|1 win & 9 nominations|6.0/10|47%|65/100|65|6|movie|$63,400,000|Universal Pictures|Miami Vice|28-Jul-06|Action, Drama, Thriller, Crime|65|Miami Vice|21349|0|0|31|1|Miami Vice|2006|8150100|135000000|63478838|100339718|R|Contemporary Fiction|Based on TV|Live Action|Action|0|132
Open Season|2006|PG|Fri Sep 29 2006 00:00:00 GMT-0400 (EDT)|86 min|Animation; Adventure; Comedy|Roger Allers; Jill Culton; Anthony Stacchi(co-director)|Martin Lawrence; Ashton Kutcher; Gary Sinise; Debra Messing|A happily domesticated grizzly bear named Boog has his perfect world turned upside down after he meets Elliot a scrawny fast-talking one-horned wild mule deer They both end up stranded together in the woods during hunting season and its up to the duo to rally all the other forest animals and turn the tables on the hunters|English|USA|1 win & 9 nominations|6.2/10|48%|49/100|49|6.2|movie|$84,300,000|Sony Pictures|Open Season|29-Sep-06|Adventure, Comedy, Animation, Family|49|Open Season|5132|0|0|7|1|Open Season|2006|5270100|85000000|85105259|106826899|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|86
Night at the Museum|2006|PG|Fri Dec 22 2006 00:00:00 GMT-0500 (EST)|108 min|Adventure; Comedy; Family|Shawn Levy|Ben Stiller; Carla Gugino; Dick Van Dyke; Mickey Rooney|In New York unemployed and divorced Larry Daley is a complete loser His son Nick is very disappointed with his father who is going to be evicted Larry accepts the job of night watchman in the Museum of Natural History and takes the place of three old security guards that have just retired in order to raise some money and pay his bills On his first shift Larry soon realizes that everything at the museum is not as it seems as the statues begin to come to life after the sun sets The Museum transforms into complete chaos with the inexperienced Larry in charge as he learns that an old Egyptian stone that came to the Museum in 1950 brings these statues to life until dawn When Larry brings his son to spend a night with him the three old guards break into the Museum to try to steal the magical stone Larry organizes all the historic characters to help him stop the criminals and save the museum|English; Italian; Hebrew|USA; UK|2 wins & 8 nominations|6.4/10|43%|48/100|48|6.4|movie|$249,300,000|20th Century Fox|Night at the Museum|22-Dec-06|Action, Adventure, Fantasy, Comedy, Family|48|Night at the Museum|54182|0|9|150|11|Night at the Museum|2006|510100|110000000|250863268|328583139|PG|Kids Fiction|Based on Fiction Book/Short Story|Live Action|Adventure|0|108
One Night with the King|2006|PG|Fri Oct 13 2006 00:00:00 GMT-0400 (EDT)|123 min|Biography; Drama; History|Michael O. Sajbel|Tiffany Dupont; Luke Goss; John Noble; Omar Sharif|The young Jewish girl Hadassah goes on to become the Biblical Esther the Queen of Persia who saves the Jewish nation from annihilation at the hands of its archenemy|English|USA|2 wins|6.3/10|19%|38/100|38|6.3|movie|$13,391,174|Gener8Xion Entertainment|One Night with the King|13-Oct-06|Drama|38|One Night with the King|357726|0|3|349|20|One Night with the King|2006|32340100|20000000|13395961|329071|PG|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Drama|0|123
