common_title,viewCount,favoriteCount,commentCount,likeCount,dislikeCount
Black Mass,11304962,0,4692,37207,958
Everest,142579,0,6,164,4
War Pigs,723589,0,140,281,173
The Martian,21594667,0,10875,90864,2871
Crimson Peak,58099,0,17,244,4
The Peanuts Movie,2748192,0,1246,12171,435
The Good Dinosaur,3724675,0,695,5006,674
Victor Frankenstein,9426320,0,2879,30401,1821
In the Heart of the Sea,1531512,0,399,3241,131
Concussion,17737076,0,3674,21870,1865
Daddy's Home,2169191,0,262,3698,323
Joy,9159780,0,2368,19726,2587
Point Break,235324,0,60,197,6
The Revenant,25373932,0,8018,63963,2850
Snowden,96524,0,38,269,40
The Forest,2028408,0,477,3743,1511
Anesthesia,2319693,0,779,18434,731
Lamb,196984,0,352,796,211
Ride Along 2,516571,0,106,1987,80
13 Hours: The Secret Soldiers of Benghazi,6523152,0,3539,9883,1403
Norm of the North,2172147,0,,,
The Benefactor,21461,0,0,21,2
Dirty Grandpa,1385118,0,373,3731,293
The 5th Wave,31138,0,19,193,26
The Boy,486063,0,101,958,135
Ip Man 3,93906,0,6,148,10
Synchronicity,1706576,0,237,1564,189
Kung Fu Panda 3,24304675,0,1779,89645,4340
The Finest Hours,7844744,0,1025,8657,573
Fifty Shades of Black,602772,0,158,2267,196
Jane Got a Gun,288102,0,80,439,31
"Hail, Caesar!",10573522,0,2505,21751,1928
Pride + Prejudice + Zombies,1942417,0,115,815,44
The Choice,877484,0,18,112,25
Deadpool,17554923,0,4177,102772,3204
Zoolander 2,21702889,0,9839,83022,5284
How to Be Single,7167295,0,1303,37339,1557
Risen,8075,0,0,5,0
The Witch,50882,0,8,88,15
Race,3378770,0,153,1072,106
Gods of Egypt,4634727,0,2792,11764,1551
Triple 9,2242407,0,45,807,91
Eddie the Eagle,62025,0,40,631,12
Zootopia,5879819,0,1385,10069,605
London Has Fallen,1714519,0,1084,3003,347
Whiskey Tango Foxtrot,5577159,0,2496,14183,2734
The Other Side of the Door,339450,0,254,2293,225
10 Cloverfield Lane,9414129,0,7102,31391,1142
The Young Messiah,471504,0,616,950,115
The Perfect Match,5793660,0,1277,18881,2147
"Hello, My Name Is Doris",2628995,0,728,11334,385
Miracles from Heaven,7409140,0,4929,34789,1503
The Divergent Series: Allegiant,3026387,0,1446,11734,1734
The Bronze,655529,0,108,2773,116
Midnight Special,56681,0,85,672,38
Batman v Superman: Dawn of Justice,28685027,0,52082,177613,15705
My Big Fat Greek Wedding 2,28975,0,10,144,20
I Saw the Light,388227,0,272,3287,33
Everybody Wants Some!!,99549,0,10,92,4
God's Not Dead 2,362469,0,3427,2649,3530
Meet the Blacks,173783,0,22,120,15
Miles Ahead,1060242,0,701,5439,222
The Boss,2763338,0,528,5150,816
Hardcore Henry,7476550,0,988,6589,416
Demolition,40869,0,6,105,9
The Invitation,361284,0,75,303,38
The Jungle Book,517286,0,241,1608,138
Barbershop: The Next Cut,3739492,0,1414,12368,755
Criminal,3416249,0,479,3787,287
Green Room,8456,0,1,34,3
The Huntsman: Winter's War,8558752,0,2532,18142,904
A Hologram for the King,163668,0,2,19,15
Elvis & Nixon,1628071,0,1542,6751,829
Keanu,2581862,0,519,8500,365
Mother's Day,1086713,0,136,725,263
Ratchet & Clank,26404,0,21,130,4
Captain America: Civil War,77883508,0,141380,656561,14598
Money Monster,40055,0,19,262,22
The Darkness,4637246,0,1850,9963,1357
Love & Friendship,506474,0,8,132,4
The Angry Birds Movie,10218470,0,2654,26261,3313
Neighbors 2: Sorority Rising,17780837,0,8129,104632,5118
The Nice Guys,1028536,0,204,5949,264
X-Men: Apocalypse,30049891,0,24858,141287,7591
Alice Through the Looking Glass,207997,0,71,1617,40
TMNT 2: Out of the Shadows,4300098,0,1190,8573,850
Me Before You,6784137,0,1811,30044,1073
Popstar: Never Stop Never Stopping,4592924,0,1370,12836,4064
The Conjuring 2,22799694,0,10282,72000,3861
Warcraft,5563157,0,7025,23093,5087
Now You See Me 2,8620078,0,2958,44127,1098
Finding Dory,3755222,0,1006,12774,405
Central Intelligence,110104,0,88,1592,31
Independence Day: Resurgence,1866442,0,1160,5953,254
The Shallows,20078536,0,10994,64810,7624
Free State of Jones,5289280,0,2187,6405,538
The Neon Demon,9176520,0,4902,34698,4158
The Legend of Tarzan,12537329,0,6551,42269,2955
The BFG,8666093,0,6595,29418,2093
The Purge: Election Year,8459682,0,8876,33098,2156
The Secret Life of Pets,9756300,0,2196,24105,1544
Mike and Dave Need Wedding Dates,1540353,0,257,3725,270
The Infiltrator,2204307,0,114,866,32
Ghostbusters,278824,0,45,371,27
Star Trek Beyond,18477318,0,20763,67074,26821
Ice Age: Collision Course,561503,0,203,4802,88
Lights Out,13906294,0,7446,85012,3299
Jason Bourne,14688350,0,6788,49979,2248
Bad Moms,554021,0,242,1355,280
Nerve,8570311,0,3693,31937,1227
Suicide Squad,84362204,0,87903,651264,19921
Nine Lives,968682,0,548,1966,1656
Pete's Dragon,9741125,0,4827,26252,2360
Sausage Party,4013267,0,1534,10858,796
Florence Foster Jenkins,943129,0,239,1536,62
Ben-Hur,62412,0,37,149,27
Kubo and the Two Strings,6319206,0,3426,28815,1522
War Dogs,5707125,0,220,2988,349
Mechanic: Resurrection,12567269,0,1269,18910,968
Don't Breathe,23133226,0,10040,63437,2557
Hands of Stone,3549253,0,405,2054,147
The Light Between Oceans,1394378,0,306,3612,190
Morgan,1569481,0,893,4247,432
Sully,14765703,0,8703,54735,2057
When the Bough Breaks,1844803,0,1192,9701,495
The Wild Life,1217957,0,451,1508,538
The Disappointments Room,2769860,0,304,1714,820
Bridget Jones's Baby,2417584,0,715,10072,485
Snowden,96524,0,38,269,40
Blair Witch,1723362,0,1885,5122,713
Hillsong: Let Hope Rise,75646,0,36,521,24
The Magnificent Seven,11374024,0,3989,21489,1397
Storks,309958,0,268,2684,152
South of 8,2141,0,0,0,0
Miss Peregrine's Home for Peculiar Children,14132017,0,12200,81867,2678
Deepwater Horizon,5432195,0,2268,12432,1113
Masterminds,3554778,0,409,9965,304
The Girl on the Train,4454751,0,1551,8587,902
The Birth of a Nation,776378,0,2594,4007,406
Middle School: The Worst Years of My Life,1127130,0,247,1304,84
The Accountant,3076845,0,1267,9568,907
Kevin Hart: What Now?,786148,0,404,4684,259
Max Steel,1487407,0,846,3808,768
Jack Reacher: Never Go Back,125561,0,9,172,7
Keeping Up with the Joneses,4293644,0,835,8296,553
Ouija: Origin of Evil,190951,0,36,203,21
Boo! A Madea Halloween,173512,0,209,2024,539
I'm Not Ashamed,520239,0,2733,2778,2852
American Pastoral,231211,0,120,800,46
Inferno,6867809,0,2053,16878,825
Moana,9983273,0,10787,60928,1900
The Founder,251240,0,51,335,20
Sing,6772420,0,3482,15627,1090
A Monster Calls,29613,0,8,121,2
Rings,5900459,0,2898,9966,2498
Underworld: Blood Wars,5298904,0,1488,10795,628
Arsenal,689267,0,203,572,214
Between Us,23838,0,10,80,33
Monster Trucks,57779,0,15,120,43
The Bye Bye Man,5865994,0,2853,9087,1408
Sleepless,343959,0,126,949,182
100 Streets,22324,0,2,13,4
The Book of Love,9676,0,2,38,3
Split,4050684,0,737,4445,447
xXx: Return of Xander Cage,7416501,0,1957,9024,1041
The Resurrection of Gavin Stone,136856,0,97,610,44
Trespass Against Us,855284,0,266,1744,133
Sophie and the Rising Sun,397980,0,64,2626,39
A Dog's Purpose,16132605,0,,120947,13652
Resident Evil: The Final Chapter,9824515,0,8967,67848,6433
Lost in Florence,805198,0,89,2180,120
I Am Michael,774500,0,1068,6022,1699
iBoy,7379788,0,6761,53517,7048
Rings,5900459,0,2898,9966,2498
The Space Between Us,4759302,0,3003,25273,1236
Youth in Oregon,127597,0,52,496,23
I Am Not Your Negro,47647,0,29,485,16
Growing Up Smith,153772,0,1,27,5
The Lego Batman Movie,6926726,0,5676,64569,2185
Fifty Shades Darker,6124889,0,1470,24200,1140
John Wick: Chapter 2,287824,0,241,1602,37
Bornless Ones,48877,0,33,103,62
The Great Wall,2767420,0,4203,5283,3038
A Cure for Wellness,15736534,0,2174,25021,1931
Fist Fight,3816936,0,749,9123,673
American Fable,35194,0,4,101,4
XX,958931,0,218,1323,370
Lovesong,609712,0,199,2781,117
Get Out,14977717,0,20992,50277,12918
Rock Dog,433445,0,252,1359,98
Collide,726915,0,100,1875,80
The Girl with All the Gifts,8876279,0,3379,52347,2988
I Don't Feel at Home in This World Anymore,745747,0,304,2532,83
Contemporary Color,75544,0,16,216,5
Logan,17982564,0,15896,154216,3148
The Shack,66229,0,40,245,20
Before I Fall,7676451,0,3723,52947,1186
Table 19,1418963,0,485,7749,496
The Last Word,2513016,0,43,607,141
Catfight,844107,0,369,4344,308
Donald Cried,44135,0,13,57,20
Kong: Skull Island,13429571,0,8409,58524,2878
Burning Sands,703498,0,511,2252,645
Beauty and the Beast,22190207,0,19308,157498,6845
The Belko Experiment,2743270,0,1854,10584,753
Song to Song,314963,0,35,319,28
Atomica,98172,0,6,43,13
All Nighter,57731,0,5,54,3
The Devil's Candy,194428,0,64,548,50
Power Rangers,3940723,0,1410,9999,779
Life,8432853,0,3443,17821,1348
CHiPs,5935509,0,660,8078,1026
Wilson,155654,0,12,252,39
Victor,9426320,0,2879,30401,1821
Car Dogs,219011,0,16,155,28
Walk of Fame,1366569,0,125,4910,716
Ghost in the Shell,2460218,0,1563,5021,2331
The Boss Baby,7603790,0,497,8978,1426
The Zookeeper's Wife,5125742,0,1416,16965,1015
The Blackcoat's Daughter,725108,0,263,2860,223
The Discovery,2301783,0,1200,9765,435
Carrie Pilby,379095,0,178,4104,90
The Case for Christ,370964,0,506,1425,134
Smurfs: The Lost Village,867614,0,392,1808,327
Going in Style,5072335,0,926,18695,697
Colossal,197119,0,220,2580,173
Gifted,993107,0,318,4464,109
Aftermath,686523,0,160,1688,115
The Fate of the Furious,18139267,0,21910,149537,12126
Spark,6239,0,0,20,0
The Lost City of Z,3738097,0,256,2212,307
My Entire High School Sinking Into the Sea,201957,0,450,2959,1165
The Outcasts,4421538,0,2441,47609,2832
Born in China,294071,0,92,1163,117
Unforgettable,3078543,0,808,5324,803
The Promise,645897,0,856,3285,1227
The Circle,353389,0,132,1231,18
How to Be a Latin Lover,197316,0,8,116,19
Sleight,2452283,0,276,1638,184
Guardians of the Galaxy Vol. 2,20064949,0,18700,235232,3792
The Lovers,337292,0,45,450,68
3 Generations,550355,0,659,6182,224
King Arthur: Legend of the Sword,8301375,0,3584,27930,2248
Snatched,3125538,0,4107,8887,21615
Lowriders,,0,,940,125
The Wall,2301942,0,528,3098,324
Paris Can Wait,1100279,0,383,3609,546
Alien: Covenant,23272121,0,19262,147053,8466
Diary of a Wimpy Kid: The Long Haul,2635547,0,18180,10917,49449
"Everything, Everything",3180377,0,1761,28507,721
Wakefield,533231,0,124,1056,101
Baywatch,12809367,0,3875,41219,6509
Pirates of the Caribbean: Dead Men Tell No Tales,6637412,0,5215,59882,1230
Buena Vista Social Club: Adios,6897,0,3,65,2
War Machine,240388,0,53,588,74
Wonder Woman,25828898,0,26912,223168,8678
Captain Underpants: The First Epic Movie,11870832,0,19835,183423,9208
Dean,66126,0,26,195,36
The Mummy,40452573,0,24251,214561,29126
It Comes at Night,2490331,0,1095,9248,697
My Cousin Rachel,1720214,0,183,1195,154
Megan Leavey,1192961,0,892,11553,722
Beatriz at Dinner,,0,35,140,79
Cars 3,19007263,0,13429,133721,7114
Rough Night,4903189,0,4892,21014,13652
All Eyez on Me,331114,0,162,972,51
47 Meters Down,4190693,0,498,989,497
The Book of Henry,1507023,0,1202,12045,894
Transformers: The Last Knight,12216324,0,7572,38177,4030
The Beguiled,1210272,0,486,3452,521
The Big Sick,4934168,0,469,3314,327
The Bad Batch,558645,0,212,1879,228
Baby Driver,880842,0,407,6256,233
Okja,5247183,0,5109,39508,1851
Despicable Me 3,24595208,0,5224,80840,7615
The House,262569,0,172,3180,227
The Little Hours,629982,0,405,3968,803
Inconceivable,817259,0,223,801,141
A Ghost Story,2913961,0,1439,15290,1083
Spider-Man: Homecoming,8619514,0,2854,39816,1897
War for the Planet of the Apes,586230,0,217,1864,152
Wish Upon,3855331,0,150,712,165
Valerian and the City of a Thousand Planets,464634,0,515,4367,153
Girls Trip,604915,0,354,2210,1116
First Kill,1569133,0,402,2505,229
The Emoji Movie,15799764,0,36030,34973,124863
An Inconvenient Sequel: Truth to Power,2776216,0,4087,15777,2084
Detroit,3284637,0,3623,15776,2584
Brigsby Bear,211752,0,101,809,42
Menashe,252102,0,123,1278,98
The Dark Tower,25357489,0,19905,122736,16083
Kidnap,7457692,0,4009,23842,1343
Step,521138,0,30,354,30
Wind River,1638610,0,635,8324,400
Armed Response,341337,0,56,279,59
Annabelle: Creation,13963020,0,6707,53146,3456
The Glass Castle,529676,0,220,2487,115
The Nut Job 2: Nutty by Nature,3061243,0,458,1519,466
Good Time,1206288,0,439,5013,236
Ingrid Goes West,440127,0,140,1571,272
The Only Living Boy in New York,197424,0,4,36,37
The Hitman's Bodyguard,3123034,0,215,2760,166
Logan Lucky,10027185,0,2241,26519,3584
Patti Cake$,5647933,0,634,2563,450
All Saints,1584569,0,31,441,60
Served Like A Girl,5984,0,3,20,4
Beach Rats,141136,0,46,292,33
Tulip Fever,296092,0,125,941,47
Unlocked,247191,0,23,126,28
It,30892061,0,24818,189575,11982
Home Again,1384700,0,189,1111,465
The Good Catholic,311539,0,246,645,114
Gun Shy,531298,0,92,403,158
American Assassin,174397,0,23,247,16
Mother!,14040294,0,9457,36795,5493
Brad's Status,252350,0,20,241,21
Kingsman: The Golden Circle,353389,0,132,1231,18
The Lego Ninjago Movie,7735418,0,11747,46651,3206
Stronger,141672,0,34,370,10
Battle of the Sexes,819115,0,347,1073,275
Woodshock,502379,0,317,2925,191
Victoria & Abdul,836233,0,251,3269,643
Jeepers Creepers 3,327293,0,55,308,16
American Made,11397676,0,2219,21640,1763
Flatliners,858427,0,160,1634,433
Mark Felt: The Man Who Brought Down the White House,162838,0,29,179,11
Blade Runner 2049,8039830,0,7757,55916,2210
The Mountain Between Us,23838,0,10,80,33
My Little Pony: The Movie,3393701,0,9966,19423,3939
The Florida Project,3169866,0,1144,15997,484
Brawl in Cell Block 99,832460,0,217,1577,198
Happy Death Day,1314492,0,113,640,61
Marshall,917730,0,626,4014,526
Breathe,405940,0,,256,34
Goodbye Christopher Robin,3051832,0,2280,28126,763
Professor Marston and the Wonder Women,1774798,0,661,3514,1063
Blood Money,14763,0,0,10,1
Geostorm,12322661,0,5504,34790,5351
Only the Brave,2010448,0,391,3532,152
Boo 2! A Madea Halloween,1458650,0,1292,11642,670
Same Kind of Different as Me,483367,0,171,1094,181
Leatherface,724548,0,257,3410,195
Wonderstruck,645076,0,10,103,7
The Killing of a Sacred Deer,3023064,0,1403,11834,779
Thank You for Your Service,6344300,0,766,5559,767
Suburbicon,3030652,0,1020,10444,1272
Jigsaw,16336953,0,11556,76907,5244
Novitiate,141403,0,31,215,25
All I See Is You,3977772,0,445,5294,306
Amityville: The Awakening,15831275,0,5501,56909,2910
Thor: Ragnarok,62652455,0,62232,661216,28629
A Bad Moms Christmas,554021,0,242,1355,280
Last Flag Flying,1144369,0,399,3717,244
Lady Bird,12055708,0,3011,65430,2248
Murder on the Orient Express,11314921,0,9378,65401,4814
Daddy's Home 2,3451129,0,2237,29958,2397
LBJ,438262,0,576,2554,266
"Three Billboards Outside Ebbing, Missouri",6889653,0,2867,28826,1352
Mayhem,277348,0,69,507,62
Justice League,34155850,0,65253,410558,26352
The Star,7057364,0,9503,116098,3149
Wonder,1510913,0,1404,7379,233
Cook Off!,694008,0,742,4555,2360
Mr. Roosevelt,105961,0,19,461,72
"Roman J. Israel, Esq.",2253518,0,260,2194,156
Coco,13671687,0,11765,75354,7403
Darkest Hour,805534,0,736,3140,377
The Man Who Invented Christmas,3098319,0,501,2188,148
Call Me by Your Name,775952,0,257,2068,125
The Disaster Artist,7130859,0,4978,65511,1534
The Shape of Water,16761539,0,9039,95155,5344
Wonder Wheel,1383275,0,545,3163,673
"I, Tonya",896175,0,324,3969,205
Just Getting Started,2293639,0,34,366,89
Star Wars: The Last Jedi,7057364,0,9503,116098,3149
Ferdinand,5880687,0,854,8760,976
Beyond Skyline,3219546,0,1679,7505,812
Jumanji: Welcome to the Jungle,27347162,0,23380,159193,51863
The Greatest Showman,15992028,0,4746,85513,2388
Pitch Perfect 3,7931624,0,5845,103172,5503
Downsizing,303420,0,46,347,33
Father Figures,5910954,0,484,9667,861
The Post,15959995,0,3025,17519,2167
Bright,8665606,0,9748,80607,3741
Crooked House,401201,0,73,739,54
Hostiles,4919458,0,43,4614,44
All the Money in the World,3793943,0,1803,13347,1786
Molly's Game,5977670,0,1287,11053,1245
Phantom Thread,9366349,0,2196,23703,3357
